345,359,22,9
371,359,43,9
418,359,25,9
447,361,9,7
461,359,16,9
481,359,44,9
530,359,17,9
53,380,21,8
79,380,42,11
126,382,11,9
142,380,17,8
165,380,10,8
181,380,43,11
229,380,17,8
251,380,49,10
305,380,16,8
327,382,12,6
345,381,22,7
372,380,24,8
402,380,19,8
427,381,34,7
466,380,21,8
492,380,41,8
538,381,9,7
53,400,26,11
83,402,14,7
89,428,28,9
121,431,13,6
137,428,40,9
181,428,17,9
202,430,37,7
243,428,11,9
257,428,24,10
285,431,13,6
303,430,22,7
331,431,10,6
346,419,31,28
383,419,15,28
402,428,18,9
424,428,36,10
464,428,62,11
530,428,17,9
53,451,13,6
71,449,22,8
97,451,5,6
107,449,62,11
175,450,9,7
188,449,24,8
217,449,14,8
236,450,20,7
260,450,50,10
314,449,17,8
336,451,20,6
360,449,17,8
382,451,34,6
420,451,16,6
441,449,16,8
462,449,31,8
498,449,23,8
526,449,21,8
53,468,21,9
77,468,25,9
105,470,8,7
116,468,41,9
161,469,16,8
181,470,40,7
225,468,45,12
274,468,60,12
338,468,25,9
366,468,49,12
89,497,31,8
123,498,24,8
151,499,13,6
167,497,15,8
186,497,14,8
204,497,23,8
232,496,10,9
248,487,17,28
269,497,23,8
296,498,9,7
308,499,39,6
351,499,5,6
359,497,19,8
382,496,23,9
409,498,9,7
421,499,39,6
464,497,14,8
482,499,65,9
53,517,11,9
67,517,14,9
85,517,39,11
128,517,11,9
142,517,29,9
177,517,52,9
233,517,51,11
289,517,14,9
307,519,21,7
333,520,8,6
346,517,20,9
371,517,14,9
389,517,29,11
423,517,16,9
444,519,32,9
480,519,33,7
517,517,16,9
538,519,9,7
53,537,39,9
100,537,14,9
122,537,62,9
191,537,12,9
209,539,33,7
251,537,36,12
295,537,16,9
320,537,21,9
360,538,16,8
384,537,42,9
435,537,14,9
457,537,53,9
519,539,28,7
53,559,68,8
125,558,97,11
179,548,3,28
189,558,33,11
226,558,8,8
238,558,64,11
286,548,15,28
306,558,20,8
330,558,36,9
370,559,8,7
382,548,38,28
424,548,20,28
448,558,17,8
88,586,19,9
110,586,23,9
137,586,15,9
154,587,18,10
175,586,28,11
53,634,47,11
